primary,name,do_id,kegg_id,pharmgkb_id,mesh_id,umls_cui,icd_10,icd_9,omim_id,iDISK_id
DOID:0070216,familial hyperinsulinemic hypoglycemia 3,DOID:0070216,,,C538374,C1865290,,,,
DOID:0070217,familial hyperinsulinemic hypoglycemia 6,DOID:0070217,,,C538375,C1847555,,,,
DOID:0070218,familial hyperinsulinemic hypoglycemia 2,DOID:0070218,,,,C2931833,,,,
DOID:0070219,familial hyperinsulinemic hypoglycemia 1,DOID:0070219,,,,C2931832,,,,
DOID:0070220,familial hyperinsulinemic hypoglycemia 5,DOID:0070220,,,C566494,C1864952,,,,
DOID:0070221,progressive familial intrahepatic cholestasis,DOID:0070221,,,,C0268312,,,,
DOID:1852,intrahepatic cholestasis,DOID:1852,H00624,PA443708,D002780,C0008372,,,,
DOID:0070222,progressive familial intrahepatic cholestasis 2,DOID:0070222,,,C535934,C3489789,,,,
DOID:0070223,progressive familial intrahepatic cholestasis 3,DOID:0070223,,,C535935,C1865643,,,,
DOID:0070224,progressive familial intrahepatic cholestasis 4,DOID:0070224,,,,C2931067,,,615878.0,
DOID:0070225,progressive familial intrahepatic cholestasis 5,DOID:0070225,,,,C4310747,,,617049.0,
DOID:0070226,progressive familial intrahepatic cholestasis 1,DOID:0070226,,,C535933,C4551898,,,,
DOID:0070227,intrahepatic cholestasis of pregnancy,DOID:0070227,,,C535932,C0268318,,,,DC0480583
DOID:0070228,intrahepatic cholestasis of pregnancy 1,DOID:0070228,,,,C3549845,,,,
DOID:0070229,intrahepatic cholestasis of pregnancy 3,DOID:0070229,,,,C3554241,,,,
DOID:0070230,benign recurrent intrahepatic cholestasis,DOID:0070230,,,,C0149841,,,,
DOID:0070231,benign recurrent intrahepatic cholestasis 1,DOID:0070231,,,,C4551899,,,,
DOID:0070232,benign recurrent intrahepatic cholestasis 2,DOID:0070232,,,,C2608083,,,605479.0,
DOID:0070233,loeys-dietz syndrome 4,DOID:0070233,,,,C3553762,,,,
DOID:0070234,loeys-dietz syndrome 2,DOID:0070234,,,C537783,C2674574,,,610168.0,
DOID:0070235,loeys-dietz syndrome 1,DOID:0070235,,,,C4551955,,,,
DOID:0070236,loeys-dietz syndrome 5,DOID:0070236,,,,C3810012,,,,
DOID:0070237,loeys-dietz syndrome 3,DOID:0070237,,,,C3151087,,,,
DOID:0070238,primary coenzyme q10 deficiency 1,DOID:0070238,,,,C3551954,,,607426.0,
DOID:0070239,primary coenzyme q10 deficiency 2,DOID:0070239,,,,C3553354,,,614651.0,
DOID:0070240,primary coenzyme q10 deficiency 3,DOID:0070240,,,,C3553358,,,614652.0,
DOID:0070241,primary coenzyme q10 deficiency 4,DOID:0070241,,,C567436,C2677589,,,612016.0,
DOID:0070242,primary coenzyme q10 deficiency 5,DOID:0070242,,,,C3553374,,,614654.0,
DOID:0070243,primary coenzyme q10 deficiency 6,DOID:0070243,,,,C3553349,,,614650.0,
DOID:0070244,primary coenzyme q10 deficiency 7,DOID:0070244,,,,C4225392,,,616276.0,
DOID:0070245,primary coenzyme q10 deficiency 8,DOID:0070245,,,,C4225226,,,616733.0,
DOID:0070246,x-linked emery-dreifuss muscular dystrophy 1,DOID:0070246,,,D000083143,C0751337,,,,
DOID:11726,emery-dreifuss muscular dystrophy,DOID:11726,,PA447026,D020389,C0410189,,,,
DOID:0070247,autosomal dominant emery-dreifuss muscular dystrophy 2,DOID:0070247,,,,C0410190,G71.0,,,
DOID:0070248,autosomal recessive emery-dreifuss muscular dystrophy 3,DOID:0070248,,,,C2750035,,,,
DOID:0070249,autosomal dominant emery-dreifuss muscular dystrophy 4,DOID:0070249,,,C567831,C2751807,,,,
DOID:0070250,autosomal dominant emery-dreifuss muscular dystrophy 5,DOID:0070250,,,,C2751805,,,,
DOID:0070251,x-linked emery-dreifuss muscular dystrophy 6,DOID:0070251,,,,C2749106,,,,
DOID:0070252,autosomal dominant emery-dreifuss muscular dystrophy 7,DOID:0070252,,,,C3553060,,,,
DOID:0070253,congenital disorder of glycosylation type iia,DOID:0070253,,,C535752,C2931008,,,,
DOID:0070254,congenital disorder of glycosylation type iib,DOID:0070254,,,C565264,C1853736,,,,
DOID:0070255,congenital disorder of glycosylation type iic,DOID:0070255,,,C535755,C0398739,,,,
DOID:0070256,congenital disorder of glycosylation type iid,DOID:0070256,,,C535753,C2931009,,,,
DOID:0070257,congenital disorder of glycosylation type iie,DOID:0070257,,,C535754,C2931010,,,,
DOID:0070258,congenital disorder of glycosylation type iif,DOID:0070258,,,C567040,C1970344,,,,
DOID:0070259,congenital disorder of glycosylation type iig,DOID:0070259,,,C535756,C2931011,,,,
DOID:0070260,congenital disorder of glycosylation type iih,DOID:0070260,,,C566987,C1970021,,,,
DOID:0070261,congenital disorder of glycosylation type iii,DOID:0070261,,,,C3150876,,,613612.0,
DOID:0070262,congenital disorder of glycosylation type iij,DOID:0070262,,,,C3150736,,,613489.0,
DOID:0070263,congenital disorder of glycosylation type iik,DOID:0070263,,,,C3553571,,,614727.0,
DOID:0070264,congenital disorder of glycosylation type iil,DOID:0070264,,,,C3553230,,,614576.0,
DOID:0070265,congenital disorder of glycosylation type iim,DOID:0070265,,,,C3806688,,,300896.0,
DOID:0070266,congenital disorder of glycosylation type iin,DOID:0070266,,,,C4225234,,,616721.0,
DOID:0070267,congenital disorder of glycosylation type iio,DOID:0070267,,,,C4225191,,,616828.0,
DOID:0070268,congenital disorder of glycosylation type iip,DOID:0070268,,,,C4225190,,,616829.0,
DOID:0070269,congenital disorder of glycosylation type iiq,DOID:0070269,,,,C4479353,,,617395.0,
DOID:0070270,hereditary nonpolyposis colorectal cancer type 8,DOID:0070270,,,C567685,C2750471,,,,
DOID:0070271,lynch syndrome 1,DOID:0070271,,,C535972,C2936783,,,,
DOID:0070272,hereditary nonpolyposis colorectal cancer type 5,DOID:0070272,,,C563456,C1833477,,,,
DOID:0070273,hereditary nonpolyposis colorectal cancer type 6,DOID:0070273,,,C566039,C1860896,,,,
DOID:0070274,hereditary nonpolyposis colorectal cancer type 2,DOID:0070274,,,D055847,C1333991,,,,
DOID:0070275,hereditary nonpolyposis colorectal cancer type 4,DOID:0070275,,,C563971,C1838333,,,,
DOID:0070276,hereditary nonpolyposis colorectal cancer type 7,DOID:0070276,,,C565777,C1858380,,,,
DOID:0070277,primary autosomal recessive microcephaly 15,DOID:0070277,,,,C4225310,,,616486.0,
DOID:0070296,primary autosomal recessive microcephaly,DOID:0070296,,,C579935,C3711387,,,,
DOID:0070278,primary autosomal recessive microcephaly 7,DOID:0070278,,,C567198,C2675187,,,,
DOID:0070279,primary autosomal recessive microcephaly 14,DOID:0070279,,,,C4225338,,,616402.0,
DOID:0070280,primary autosomal recessive microcephaly 5,DOID:0070280,,,C563871,C1837501,,,,
DOID:0070281,primary autosomal recessive microcephaly 19,DOID:0070281,,,,C4540488,,,,
DOID:0070282,primary autosomal recessive microcephaly 8,DOID:0070282,,,,C3553414,,,614673.0,
DOID:0070283,primary autosomal recessive microcephaly 13,DOID:0070283,,,,C4015080,,,616051.0,
DOID:0070284,primary autosomal recessive microcephaly 12,DOID:0070284,,,,C4015156,,,616080.0,
DOID:0070285,primary autosomal recessive microcephaly 1,DOID:0070285,,,C565384,C1855081,,,,
DOID:0070286,primary autosomal recessive microcephaly 3,DOID:0070286,,,C565746,C1858108,,,,
DOID:0070287,primary autosomal recessive microcephaly 11,DOID:0070287,,,,C3809431,,,615414.0,
DOID:0070288,primary autosomal recessive microcephaly 17,DOID:0070288,,,,C4310723,,,617090.0,
DOID:0070289,primary autosomal recessive microcephaly 16,DOID:0070289,,,,C4225249,,,616681.0,
DOID:0070290,primary autosomal recessive microcephaly 6,DOID:0070290,,,C564247,C1842109,,,,
DOID:0070291,primary autosomal recessive microcephaly 4,DOID:0070291,,,C565792,C1858516,,,,
DOID:0070292,primary autosomal recessive microcephaly 9,DOID:0070292,,,,C3553886,,,614852.0,
DOID:0070293,primary autosomal recessive microcephaly 2 with or without cortical malformations,DOID:0070293,,,,C1858535,,,,
DOID:0070294,primary autosomal recessive microcephaly 10,DOID:0070294,,,,C3554499,,,615095.0,
DOID:0070295,primary autosomal dominant microcephaly 18,DOID:0070295,,,,C4479608,,,,
DOID:0070297,primary microcephaly,DOID:0070297,,,,C0431350,,,,
DOID:10907,microcephaly,DOID:10907,H00269,PA444944,D008831,C0025958,Q02,742.1,,
DOID:0070298,multiple epiphyseal dysplasia 2,DOID:0070298,,,C535502,C1838429,,,,
DOID:0070305,multiple epiphyseal dysplasia due to collagen 9 anomaly,DOID:0070305,,,,C4707798,,,,
DOID:0070299,multiple epiphyseal dysplasia 5,DOID:0070299,,,C535505,C1846843,,,,
DOID:12721,multiple epiphyseal dysplasia,DOID:12721,,,,C0026760,,756.56,,
DOID:0070300,multiple epiphyseal dysplasia 4,DOID:0070300,,,C535504,C1847593,,,,
DOID:0070301,multiple epiphyseal dysplasia 6,DOID:0070301,,,,C2675767,,,614135.0,
DOID:0070302,multiple epiphyseal dysplasia 7,DOID:0070302,,,,C4540251,,,,
DOID:0070303,multiple epiphyseal dysplasia 1,DOID:0070303,,,C535501,C1838280,,,,
DOID:0070304,multiple epiphyseal dysplasia 3,DOID:0070304,,,C535503,C1832998,,,,
DOID:0070306,post-cardiac arrest syndrome,DOID:0070306,,,D000080942,C4285706,,,,
DOID:0070307,craniolenticulosutural dysplasia,DOID:0070307,H01105,,C564332,C1843042,,,,
DOID:0070308,rippling muscle disease 1,DOID:0070308,H02179,,C535686,C1838254,,,,
DOID:0070310,drug-induced hearing loss,DOID:0070310,,,,,,,,
DOID:0070311,oligoasthenoteratozoospermia,DOID:0070311,,,,,,,,
DOID:0070312,obsolete peters-plus syndrome,DOID:0070312,,,,,,,,
DOID:0070313,thiamine deficiency disease,DOID:0070313,,PA445837,D013832,C0039841,,,,
DOID:0070314,obstructive nephropathy,DOID:0070314,,,,C0149939,,,,
DOID:0070315,hypoplastic right heart syndrome,DOID:0070315,,,,C0344963,Q22.6,,,
DOID:0070316,miura type epiphyseal chondrodysplasia,DOID:0070316,,,,C4014690,,,615923.0,
DOID:0070317,wet beriberi,DOID:0070317,,,,C0268669,E51.12,,,
DOID:13725,beriberi,DOID:13725,H01566,PA443489,D001602,C0005122,E51.1,265.0,,
DOID:0070318,dry beriberi,DOID:0070318,,,,C0268670,E51.11,,,
DOID:0070319,miliaria pustulosa,DOID:0070319,,,,C0026114,,,,
DOID:1382,miliaria,DOID:1382,,,D008883,C0026113,L74.3,,,
DOID:0070320,miliaria profunda,DOID:0070320,,,,C0263468,,,,
DOID:0070321,miliaria crystallina,DOID:0070321,,,,C3241961,L74.1,,,
DOID:0070322,pediatric hepatocellular carcinoma,DOID:0070322,,,,,,,,
DOID:684,hepatocellular carcinoma,DOID:684,H00048,PA444447,D006528,C2239176,C22.0,,,
DOID:0070323,childhood acute myeloid leukemia,DOID:0070323,,,,C0220621,,,,
DOID:7757,childhood leukemia,DOID:7757,,,,C1332977,,,,
DOID:0070324,systemic epstein-barr virus-positive t-cell lymphoma of childhood,DOID:0070324,H01969,PA444849,D008232,,D47.9,,,
DOID:5823,pediatric lymphoma,DOID:5823,,,,C1332979,,,,
DOID:0070325,malignant pediatric adrenal gland pheochromocytoma,DOID:0070325,,,,,,,,
DOID:0070326,spitzoid melanoma,DOID:0070326,,,,C3495721,,,,
DOID:8923,skin melanoma,DOID:8923,,,C562393,C0151779,C43.9,172.9,,DC0481102
DOID:0070327,melanoma in congenital melanocytic nevus,DOID:0070327,,,,C1711221,,,,
DOID:0070328,adult hepatocellular carcinoma,DOID:0070328,,,,C0279607,,,,
DOID:0070329,mitochondrial dna depletion syndrome,DOID:0070329,,,,,,,,
DOID:0070330,multiple mitochondrial dysfunctions syndrome,DOID:0070330,H01894,,C565304,C3502075,,,,
DOID:0070331,mitochondrial dna depletion syndrome 8b,DOID:0070331,,,C536350,,,,,
DOID:0070332,multiple mitochondrial dysfunctions syndrome 6,DOID:0070332,,,,C4693741,,,,
DOID:0070333,breast implant-associated anaplastic large cell lymphoma,DOID:0070333,,,,C4528210,,,,
DOID:0070334,vegetable allergy,DOID:0070334,,,,C4552514,,,,
DOID:0070335,celery allergy,DOID:0070335,,,,C4076685,,,,
DOID:0070337,epithelial recurrent erosion dystrophy,DOID:0070337,,,C565155,C1852551,,,,
DOID:0070338,cerebellar hypoplasia,DOID:0070338,,,C562568,C0266470,,,,
DOID:2786,cerebellar disease,DOID:2786,,PA443660,D002526,C0007760,,,,
DOID:0070339,"cerebellar hyplasia/atrophy, epilepsy, and global developmental delay",DOID:0070339,,,,,,,,
DOID:0070340,classic citrullinemia,DOID:0070340,,,,C4721769,,,,
DOID:9273,citrullinemia,DOID:9273,H00185,PA446907,D020159,C0175683,E72.23,,,
DOID:0070341,neonatal-onset type ii citrullinemia,DOID:0070341,,,C536398,C1853942,,,,
DOID:0070342,adult-onset type ii citrullinemia,DOID:0070342,,,C538053,C1863844,,,,
DOID:0070343,csf1r-related brain malformation and osteopetrosis,DOID:0070343,,,,,,,,
DOID:2367,neuroaxonal dystrophy,DOID:2367,,,D019150,C0338473,,,,
DOID:0070344,ocular tuberculosis,DOID:0070344,,PA165108490,D014392,C0041322,,,,
DOID:0070345,vertebral anomalies and variable endocrine and t-cell dysfunction,DOID:0070345,,,,C4748741,,,,
DOID:0070346,"neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies",DOID:0070346,,,,C5231414,,,,
DOID:0070347,encephalopathy due to defective mitochondrial and peroxisomal fission 1,DOID:0070347,,,,,,,,
DOID:0070348,spinal muscular atrophy with lower extremity predominance,DOID:0070348,,,,C4750288,,,,
DOID:0070349,spinal muscular atrophy with lower extremity predominance 2a,DOID:0070349,,,,,,,,
DOID:0070350,spinal muscular atrophy with lower extremity predominante 2b,DOID:0070350,,,,,,,,
DOID:0070351,spinal muscular atrophy with lower extremity predominance 1,DOID:0070351,,,,,,,,
DOID:0070352,stress-induced childhood-onset neurodegeneration with variable ataxia and seizures,DOID:0070352,,,,C4748527,,,,
DOID:0070353,cataract 47,DOID:0070353,,,,C4310806,,,,
DOID:0070354,cataract 48,DOID:0070354,,,,C5193082,,,,
DOID:0070356,visual impairment and progressive phthisis bulbi,DOID:0070356,,,,C4748978,,,,
DOID:0070357,nephrotic syndrome type 20,DOID:0070357,,,,C5193011,,,,
DOID:2590,familial nephrotic syndrome,DOID:2590,,,C535761,C3501848,N04,,,
DOID:0080000,muscular disease,DOID:0080000,,,,,,,,
DOID:17,musculoskeletal system disease,DOID:17,,PA445001,D009140,C0026857,,,,
DOID:0080005,bone remodeling disease,DOID:0080005,,,,,,,,
DOID:0080007,bone deterioration disease,DOID:0080007,,,,,,,,
DOID:0080008,ischemic bone disease,DOID:0080008,,,,,,,,
DOID:0080009,x-linked dominant disease,DOID:0080009,,,,,,,,
DOID:0080011,bone resorption disease,DOID:0080011,,PA443539,D001862,,,,,
DOID:0080012,x-linked recessive disease,DOID:0080012,,,,,,,,
DOID:0080013,obsolete mitochondrial disease,DOID:0080013,,,,,,,,
DOID:0080017,obsolete olivopontocerebellar atrophy v,DOID:0080017,,,,,,,,
DOID:0080018,dysbaric osteonecrosis,DOID:0080018,,,,C3494941,,,,
DOID:0080019,metaphyseal dysplasia,DOID:0080019,,,,C5194606,,,,
DOID:0080020,jansen's metaphyseal chondrodysplasia,DOID:0080020,,,,,,,,
DOID:0080021,schmid metaphyseal chondrodysplasia,DOID:0080021,,,,,,,,
DOID:0080022,obsolete mckusick type metaphyseal dysplasia,DOID:0080022,,,,,,,,
DOID:0080023,obsolete shwachman-diamond type metaphyseal dysplasia,DOID:0080023,,,,,,,,
DOID:0080024,obsolete pyles dysplasia,DOID:0080024,,,,,,,,
DOID:0080026,"otospondylomegaepiphyseal dysplasia, autosomal recessive",DOID:0080026,,,,C4520892,,,215150.0,
DOID:0080028,"spondyloepimetaphyseal dysplasia, strudwick type",DOID:0080028,,,C537501,C0700635,,,,
DOID:0080029,autosomal recessive spinocerebellar ataxia 16,DOID:0080029,,,,C4014261,,,,
DOID:0080030,"spondyloepimetaphyseal dysplasia, missouri type",DOID:0080030,,,C566574,C1865832,,,,
DOID:0080031,fibrous dysplasia,DOID:0080031,,,D005357,C0259779,,,,
DOID:0080032,craniodiaphyseal dysplasia,DOID:0080032,,,C562940,C0410539,,,,
DOID:0080033,craniometaphyseal dysplasia,DOID:0080033,H00491,,C537519,C0265292,,,,
DOID:0080034,obsolete endosteal hyperostosis,DOID:0080034,,,,,,,,
DOID:0080036,sost-related sclerosing bone dysplasia,DOID:0080036,,,,,,,,
DOID:0080037,worth syndrome,DOID:0080037,H00450,,C536748,C0432273,,,,
DOID:0080038,pycnodysostosis,DOID:0080038,H00273,,D058631,C0238402,,,,
DOID:0080039,axial osteomalacia,DOID:0080039,,,C537791,C1862372,,,,
DOID:0080040,fibrogenesis imperfecta ossium,DOID:0080040,,,,,,,,
DOID:0080041,hypochondroplasia,DOID:0080041,H02068,,C562937,C0410529,Q77.4,,,
DOID:0080042,autosomal recessive spinocerebellar ataxia 18,DOID:0080042,,,,C4015505,,,,
DOID:0080043,achondrogenesis,DOID:0080043,H00520,,C579878,C0001079,,,,
DOID:0080044,hypochondrogenesis,DOID:0080044,,,C563007,C0542428,,,,
DOID:0080045,kniest dysplasia,DOID:0080045,H02070,,C537207,C0265279,,,,
DOID:0080046,stickler syndrome,DOID:0080046,,,,C0265253,,,,
DOID:0080047,pseudoachondroplasia,DOID:0080047,H00477,,C535819,C0410538,,,,
DOID:0080048,obsolete trichorhinophalangeal syndrome i,DOID:0080048,,,,,,,,
DOID:0080049,acromesomelic dysplasia,DOID:0080049,,,C535658,C5235036,,,,
DOID:0080050,"acromesomelic dysplasia, maroteaux type",DOID:0080050,H00470,,C535661,C1864356,,,,
DOID:0080051,"acromesomelic dysplasia, hunter-thompson type",DOID:0080051,,,,C2930970,,,201250.0,
DOID:0080052,"acromesomelic dysplasia, grebe type",DOID:0080052,,,,,,,,
DOID:0080053,albright's hereditary osteodystrophy,DOID:0080053,,,C537045,,,,,
DOID:4184,pseudohypoparathyroidism,DOID:4184,H00244,PA445443,D011547,C0033806,E20.1,,,
DOID:0080054,achondrogenesis type ia,DOID:0080054,H00678,,C536015,C0265273,,,,
DOID:0080055,achondrogenesis type ib,DOID:0080055,,,,,,,,
DOID:0080056,achondrogenesis type ii,DOID:0080056,H02066,,C536017,C0220685,,,,
DOID:0080057,autosomal recessive spinocerebellar ataxia 15,DOID:0080057,,,,C3810326,,,,
DOID:0080058,autosomal recessive spinocerebellar ataxia 14,DOID:0080058,,,,C3809327,,,,
DOID:0080059,autosomal recessive spinocerebellar ataxia 7,DOID:0080059,,,C563753,C1836474,,,,
DOID:0080060,autosomal recessive spinocerebellar ataxia 12,DOID:0080060,,,,C3280452,,,,
DOID:0080061,autosomal recessive spinocerebellar ataxia 2,DOID:0080061,,,C565865,C1859298,,,,
DOID:0080062,autosomal recessive spinocerebellar ataxia 13,DOID:0080062,,,,C3553816,,,,
DOID:0080063,autosomal recessive spinocerebellar ataxia 11,DOID:0080063,,,,C3280226,,,,
DOID:0080064,autosomal recessive spinocerebellar ataxia 17,DOID:0080064,,,,C4015301,,,,
DOID:0080065,autosomal recessive spinocerebellar ataxia 19,DOID:0080065,,,,,,,,
DOID:0080066,autosomal recessive spinocerebellar ataxia 20,DOID:0080066,,,,C4225355,,,,
DOID:0080067,charcot-marie-tooth disease type 5,DOID:0080067,,,,,,,,
DOID:0080068,charcot-marie-tooth disease type 6,DOID:0080068,,,,,,,,
DOID:0080069,charcot-marie-tooth disease type 7,DOID:0080069,,,,,,,,
DOID:0080070,mucolipidosis ii alpha/beta,DOID:0080070,,,C567100,C2673377,,,252500.0,
DOID:0080488,mucolipidosis,DOID:0080488,H00142,PA444978,D009081,C0026697,,,,
DOID:0080071,mucolipidosis iii alpha/beta,DOID:0080071,,,,C0033788,,,252600.0,
DOID:0080072,intestinal pseudo-obstruction,DOID:0080072,H01276,PA444639,D007418,C0021847,,,,
DOID:5353,colonic disease,DOID:5353,,PA443754,D003108,C0009373,,,,DC0481699
DOID:0080073,spina bifida occulta,DOID:0080073,,PA165108707,D016136,C0080174,,,,
DOID:0080075,neu-laxova syndrome 2,DOID:0080075,,,,C4015019,,,,
DOID:0080076,neu-laxova syndrome 1,DOID:0080076,,,,C4551478,,,,
DOID:0080077,hypophosphatemic nephrolithiasis/osteoporosis 1,DOID:0080077,,,C567363,C2676786,,,612286.0,
DOID:0080655,hypophosphatemic nephrolithiasis/osteoporosis,DOID:0080655,,,,,,,,
DOID:0080078,hypophosphatemic nephrolithiasis/osteoporosis 2,DOID:0080078,,,C567362,C2676782,,,612287.0,
DOID:0080079,nonsyndromic congenital nail disorder 1,DOID:0080079,,,C562907,C0406443,,,161050.0,
DOID:0080683,nonsyndromic congenital nail disorder,DOID:0080683,,,,,,,,
DOID:0080080,nonsyndromic congenital nail disorder 2,DOID:0080080,,,C537260,C0266000,,,,
DOID:0080081,nonsyndromic congenital nail disorder 3,DOID:0080081,,,,C0544855,,,151600.0,
DOID:0080082,nonsyndromic congenital nail disorder 4,DOID:0080082,H00683,,C536377,C3277900,,,,
DOID:0080083,nonsyndromic congenital nail disorder 5,DOID:0080083,,,C563503,C1833909,,,,
DOID:0080084,nonsyndromic congenital nail disorder 6,DOID:0080084,,,,C3275544,,,,
DOID:0080085,nonsyndromic congenital nail disorder 7,DOID:0080085,,,C538333,C1853984,,,,
DOID:0080086,nonsyndromic congenital nail disorder 8,DOID:0080086,,,C564384,C1843761,,,,
DOID:0080087,nonsyndromic congenital nail disorder 9,DOID:0080087,,,,C3279947,,,,
DOID:0080088,obsolete nonsyndromic congenital nail disorder 10,DOID:0080088,,,,,,,,
DOID:0080089,tubular aggregate myopathy 1,DOID:0080089,,,,C4011726,,,,
DOID:0080090,reducing body myopathy 1a,DOID:0080090,,,,,,,,
DOID:0080091,spheroid body myopathy,DOID:0080091,,,C000598645,C1866785,,,182920.0,
DOID:0080307,myofibrillar myopathy,DOID:0080307,,,C580316,C2678065,,,,
DOID:0080092,myofibrillar myopathy 1,DOID:0080092,,,C563319,C1832370,G71.0,,,
DOID:0080093,myofibrillar myopathy 2,DOID:0080093,,,C563848,C1837317,,,,
DOID:0080094,myofibrillar myopathy 3,DOID:0080094,,,C563775,C3714934,G71.0,,,
DOID:0080095,myofibrillar myopathy 4,DOID:0080095,,,,C4721886,,,,
DOID:0080096,myofibrillar myopathy 5,DOID:0080096,,,C537932,C1836050,,,,
DOID:0080097,myofibrillar myopathy 6,DOID:0080097,,,C567843,C2751831,,,,
DOID:0080098,myofibrillar myopathy 7,DOID:0080098,,,,C4310711,,,,
DOID:0080099,"myopathy, lactic acidosis, and sideroblastic anemia",DOID:0080099,,,,,,,,
DOID:699,mitochondrial myopathy,DOID:699,,PA446468,D017240,C0162670,,,,
DOID:0080100,congenital myopathy,DOID:0080100,,,,,,,,
DOID:0080101,compton-north congenital myopathy,DOID:0080101,,,C567261,C2675527,,,,
DOID:0080102,congenital fiber-type disproportion,DOID:0080102,,,,C0546264,,,255310.0,
DOID:0080103,cylindrical spirals myopathy,DOID:0080103,,,,C4706943,,,,
DOID:0080105,microcephaly and chorioretinopathy 1,DOID:0080105,,,,,,,,
DOID:0080106,microcephaly and chorioretinopathy 2,DOID:0080106,,,,,,,,
DOID:0080107,microcephaly and chorioretinopathy 3,DOID:0080107,,,,,,,,
DOID:0080108,myoglobinuria,DOID:0080108,,PA445024,D009212,C0027080,,,,
DOID:0080109,infantile myofibromatosis,DOID:0080109,,,C562978,C0432284,,,,
DOID:0080110,multiple pterygium syndrome,DOID:0080110,H00986,PA152238425,C537377,C0265261,,,,
DOID:0080111,mitochondrial complex iii deficiency nuclear type 1,DOID:0080111,,,,C3541471,,,124000.0,
DOID:0080112,mitochondrial complex iii deficiency nuclear type 3,DOID:0080112,,,,C3554606,,,,
DOID:0080113,mitochondrial complex iii deficiency nuclear type 4,DOID:0080113,,,,C3554607,,,,
DOID:0080114,mitochondrial complex iii deficiency nuclear type 5,DOID:0080114,,,,C3554608,,,,
DOID:0080115,mitochondrial complex iii deficiency nuclear type 6,DOID:0080115,,,,C3809553,,,,
DOID:0080116,mitochondrial complex iii deficiency nuclear type 7,DOID:0080116,,,,C4014408,,,,
DOID:0080117,mitochondrial complex iii deficiency nuclear type 8,DOID:0080117,,,,C4014440,,,,
DOID:0080118,mitochondrial complex iii deficiency nuclear type 9,DOID:0080118,,,,C4015253,,,,
DOID:0080119,mitochondrial dna depletion syndrome 1,DOID:0080119,,,,C4551995,,,603041.0,
DOID:0080120,mitochondrial dna depletion syndrome 2,DOID:0080120,H00857,,C563698,,,,,
DOID:0080121,mitochondrial dna depletion syndrome 3,DOID:0080121,,,C580039,C4310935,,,,
DOID:0080122,alpers-huttenlocher syndrome,DOID:0080122,,,,C0205710,G31.81,,203700.0,
DOID:0080123,mitochondrial dna depletion syndrome 4b,DOID:0080123,,,,,,,,
DOID:0080124,mitochondrial dna depletion syndrome 5,DOID:0080124,,,C567624,,,,,
DOID:0080125,mitochondrial dna depletion syndrome 6,DOID:0080125,,,C538344,,,,,
DOID:0080126,mitochondrial dna depletion syndrome 7,DOID:0080126,,,C535523,,,,271245.0,
DOID:0080127,mitochondrial dna depletion syndrome 8a,DOID:0080127,,,,C3711125,,,,
DOID:0080128,mitochondrial dna depletion syndrome 9,DOID:0080128,,,C580473,,,,,
DOID:0080129,mitochondrial dna depletion syndrome 11,DOID:0080129,,,,C3554462,,,615084.0,
DOID:0080130,mitochondrial dna depletion syndrome 12a,DOID:0080130,,,,,,,,
DOID:0080131,mitochondrial dna depletion syndrome 13,DOID:0080131,,,,,,,,
DOID:0080132,sengers syndrome,DOID:0080132,,,C538280,C1859317,,,,
DOID:0080133,multiple mitochondrial dysfunctions syndrome 1,DOID:0080133,,,,C3276432,,,,
DOID:0080134,multiple mitochondrial dysfunctions syndrome 2,DOID:0080134,,,,,,,,
DOID:0080135,multiple mitochondrial dysfunctions syndrome 3,DOID:0080135,,,,C3809165,,,,
DOID:0080136,multiple mitochondrial dysfunctions syndrome 4,DOID:0080136,,,,C4225348,,,,
DOID:0080137,multiple endocrine neoplasia type 4,DOID:0080137,,,,C4274947,,,,
DOID:0080138,multiple congenital anomalies-hypotonia-seizures syndrome 1,DOID:0080138,,,,C3279775,,,614080.0,
DOID:0080503,multiple congenital anomalies-hypotonia-seizures syndrome,DOID:0080503,,,,C5191419,,,,
DOID:0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,DOID:0080139,,,,C3275508,,,300868.0,
DOID:0080140,multiple congenital anomalies-hypotonia-seizures syndrome 3,DOID:0080140,,,,C3809356,,,615398.0,
DOID:0080141,mosaic variegated aneuploidy syndrome 1,DOID:0080141,H01288,,C536987,C1850343,,,,
DOID:0080688,mosaic variegated aneuploidy syndrome,DOID:0080688,,,,C4551972,,,,
DOID:0080142,mosaic variegated aneuploidy syndrome 2,DOID:0080142,,,,C3279843,,,,
DOID:0080143,congenital fibrosis of the extraocular muscles,DOID:0080143,H00838,,C580012,C1302995,,,,
DOID:1279,ocular motility disease,DOID:1279,,PA446246,D015835,C0028850,,378.9,,
DOID:0080144,childhood acute lymphocytic leukemia,DOID:0080144,,,,,,,,
DOID:9952,acute lymphoblastic leukemia,DOID:9952,,,,C0023449,C91.00,204.0,,DC0479397
DOID:0080145,childhood t-cell acute lymphoblastic leukemia,DOID:0080145,,,,C1332997,,,,
DOID:0080146,childhood b-cell acute lymphoblastic leukemia,DOID:0080146,,,,C0279584,,,,
DOID:0080147,lymphoblastic lymphoma,DOID:0080147,,,,C0079748,,,,
DOID:0080148,t-cell childhood lymphoblastic lymphoma,DOID:0080148,,,,,,,,
